,MagpieData avg_dev Number,MagpieData avg_dev MendeleevNumber,MagpieData avg_dev AtomicWeight,MagpieData avg_dev MeltingT,MagpieData avg_dev Column,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData avg_dev Electronegativity,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData avg_dev NdValence,MagpieData avg_dev NValence,MagpieData avg_dev NsUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData avg_dev SpaceGroupNumber,avg ionic char,Miedema_deltaH_inter,spacegroup_num,crystal_system_int,is_centrosymmetric,sine coulomb matrix eig 0,sine coulomb matrix eig 6,sine coulomb matrix eig 7,sine coulomb matrix eig 8,sine coulomb matrix eig 9,sine coulomb matrix eig 10,sine coulomb matrix eig 11,sine coulomb matrix eig 12,sine coulomb matrix eig 13,sine coulomb matrix eig 14,sine coulomb matrix eig 15,structural complexity per atom,structural complexity per cell
124,0.75,2.25,1.776,288,0.75,7.875,175,0.31125,0.375,2,1.125,0.75,0.375,1.125,8,0.75,8,2.814375,23.195,13.125,0.029664422,-0.055289806,166,3,TRUE,4064.772012,0,0,0,0,0,0,0,0,0,0,0.811278124,3.245112498
125,0.75,2.25,1.776,288,0.75,7.875,154,0.31125,0.375,1,1.125,0.75,0.375,1.125,5,0.75,6,2.814375,15.69,13.125,0.029664422,-0.064913047,123,4,TRUE,4329.544309,0,0,0,0,0,0,0,0,0,0,1.5,6
126,0.75,2.25,1.776,288,0.75,7.875,175,0.31125,0.375,2,1.125,0.75,0.375,1.125,8,0.75,8,2.814375,23.195,13.125,0.029664422,-0.055289806,123,4,TRUE,4105.433958,0,0,0,0,0,0,0,0,0,0,1.5,6
127,0.64,1.92,1.51552,245.76,0.64,6.72,154,0.2656,0.32,1,0.96,0.64,0.32,0.96,5,0.64,6,2.4016,15.69,11.2,0.02531364,-0.052531001,69,5,TRUE,4399.31531,0,0,0,0,0,0,0,0,0,0,1.521928095,7.609640474
128,0.64,1.92,1.51552,245.76,0.64,6.72,154,0.2656,0.32,1,0.96,0.64,0.32,0.96,5,0.64,6,2.4016,15.69,11.2,0.02531364,-0.052531001,12,6,TRUE,4429.668813,0,0,0,0,0,0,0,0,0,0,1.521928095,7.609640474
129,0.64,1.92,1.51552,245.76,0.64,6.72,154,0.2656,0.32,1,0.96,0.64,0.32,0.96,5,0.64,6,2.4016,15.69,11.2,0.02531364,-0.052531001,139,4,TRUE,4425.551808,0,0,0,0,0,0,0,0,0,0,1.521928095,7.609640474
130,0.64,1.92,1.51552,245.76,0.64,6.72,154,0.2656,0.32,1,0.96,0.64,0.32,0.96,5,0.64,6,2.4016,15.69,11.2,0.02531364,-0.052531001,166,3,TRUE,4543.747218,0,0,0,0,0,0,0,0,0,0,1.521928095,7.609640474
131,0.96,2.88,2.27328,368.64,0.96,10.08,154,0.3984,0.48,1,1.44,0.96,0.48,1.44,5,0.96,6,3.6024,15.69,16.8,0.03797046,-0.090538409,69,5,TRUE,4324.58913,0,0,0,0,0,0,0,0,0,0,1.521928095,7.609640474
132,0.96,2.88,2.27328,368.64,0.96,10.08,154,0.3984,0.48,1,1.44,0.96,0.48,1.44,5,0.96,6,3.6024,15.69,16.8,0.03797046,-0.090538409,12,6,TRUE,4346.920226,0,0,0,0,0,0,0,0,0,0,1.521928095,7.609640474
133,0.96,2.88,2.27328,368.64,0.96,10.08,154,0.3984,0.48,1,1.44,0.96,0.48,1.44,5,0.96,6,3.6024,15.69,16.8,0.03797046,-0.090538409,139,4,TRUE,4345.103771,0,0,0,0,0,0,0,0,0,0,1.521928095,7.609640474
134,0.96,2.88,2.27328,368.64,0.96,10.08,154,0.3984,0.48,1,1.44,0.96,0.48,1.44,5,0.96,6,3.6024,15.69,16.8,0.03797046,-0.090538409,166,3,TRUE,4445.998883,0,0,0,0,0,0,0,0,0,0,1.521928095,7.609640474
135,0.816326531,2.448979592,1.933061224,313.4693878,0.816326531,8.571428571,175,0.33877551,0.408163265,2,1.224489796,0.816326531,0.408163265,1.224489796,8,0.816326531,8,3.063265306,23.195,14.28571429,0.032287806,-0.063032304,2,7,TRUE,4381.857281,3430.860115,0,0,0,0,0,0,0,0,0,1.950212065,13.65148445
136,0.75,2.25,1.776,288,0.75,7.875,154,0.31125,0.375,1,1.125,0.75,0.375,1.125,5,0.75,6,2.814375,15.69,13.125,0.029664422,-0.064913047,166,3,TRUE,4939.918388,3720.167842,3698.849987,0,0,0,0,0,0,0,0,2,16
137,0.9375,2.8125,2.22,360,0.9375,9.84375,154,0.3890625,0.46875,1,1.40625,0.9375,0.46875,1.40625,5,0.9375,6,3.51796875,15.69,16.40625,0.037080528,-0.087899509,166,3,TRUE,4861.6572,3329.441943,3344.459872,0,0,0,0,0,0,0,0,2.25,18
138,0.9375,2.8125,2.22,360,0.9375,9.84375,154,0.3890625,0.46875,1,1.40625,0.9375,0.46875,1.40625,5,0.9375,6,3.51796875,15.69,16.40625,0.037080528,-0.087899509,160,3,FALSE,4866.782248,3483.123484,3348.812774,0,0,0,0,0,0,0,0,3,24
139,0.9375,2.8125,2.22,360,0.9375,9.84375,154,0.3890625,0.46875,1,1.40625,0.9375,0.46875,1.40625,5,0.9375,6,3.51796875,15.69,16.40625,0.037080528,-0.087899509,160,3,FALSE,4864.610339,3264.361726,3352.074404,0,0,0,0,0,0,0,0,3,24
140,1,3,2.368,384,1,10.5,154,0.415,0.5,1,1.5,1,0.5,1.5,5,1,6,3.7525,15.69,17.5,0.039552563,-0.093262213,160,3,FALSE,4783.281128,3347.363562,3359.597843,0,0,0,0,0,0,0,0,3,24
141,0.9375,2.8125,2.22,360,0.9375,9.84375,175,0.3890625,0.46875,2,1.40625,0.9375,0.46875,1.40625,8,0.9375,8,3.51796875,23.195,16.40625,0.037080528,-0.080137193,166,3,TRUE,4699.967601,3265.591006,3283.060313,0,0,0,0,0,0,0,0,2.25,18
142,1,3,2.368,384,1,10.5,154,0.415,0.5,1,1.5,1,0.5,1.5,5,1,6,3.7525,15.69,17.5,0.039552563,-0.093262213,166,3,TRUE,4787.564342,3347.569873,3355.68309,0,0,0,0,0,0,0,0,2.25,18
143,1,3,2.368,384,1,10.5,154,0.415,0.5,1,1.5,1,0.5,1.5,5,1,6,3.7525,15.69,17.5,0.039552563,-0.093262213,166,3,TRUE,4795.875756,3640.678414,3651.114047,0,0,0,0,0,0,0,0,2,16
144,0.9375,2.8125,2.22,360,0.9375,9.84375,175,0.3890625,0.46875,2,1.40625,0.9375,0.46875,1.40625,8,0.9375,8,3.51796875,23.195,16.40625,0.037080528,-0.080137193,160,3,FALSE,4704.283169,3245.265173,3279.256757,0,0,0,0,0,0,0,0,3,24
145,0.9375,2.8125,2.22,360,0.9375,9.84375,175,0.3890625,0.46875,2,1.40625,0.9375,0.46875,1.40625,8,0.9375,8,3.51796875,23.195,16.40625,0.037080528,-0.080137193,166,3,TRUE,4700.581646,3363.547224,3340.112979,0,0,0,0,0,0,0,0,2.25,18
146,0.75,2.25,1.776,288,0.75,7.875,175,0.31125,0.375,2,1.125,0.75,0.375,1.125,8,0.75,8,2.814375,23.195,13.125,0.029664422,-0.055289806,166,3,TRUE,4617.196188,3286.809402,3342.82487,0,0,0,0,0,0,0,0,2.25,18
147,0.4375,1.3125,1.036,168,0.4375,4.59375,175,0.1815625,0.21875,2,0.65625,0.4375,0.21875,0.65625,8,0.4375,8,1.64171875,23.195,7.65625,0.017304246,-0.027475357,166,3,TRUE,4521.773958,3270.724716,3345.445606,0,0,0,0,0,0,0,0,2.25,18
148,0.75,2.25,1.776,288,0.75,7.875,154,0.31125,0.375,1,1.125,0.75,0.375,1.125,5,0.75,6,2.814375,15.69,13.125,0.029664422,-0.064913047,139,4,TRUE,4768.171374,3836.17168,3790.671633,0,0,0,0,0,0,0,0,2,16
149,0.9375,2.8125,2.22,360,0.9375,9.84375,154,0.3890625,0.46875,1,1.40625,0.9375,0.46875,1.40625,5,0.9375,6,3.51796875,15.69,16.40625,0.037080528,-0.087899509,8,6,FALSE,4805.336244,3827.279228,3776.701268,0,0,0,0,0,0,0,0,2.5,20
150,1,3,2.368,384,1,10.5,154,0.415,0.5,1,1.5,1,0.5,1.5,5,1,6,3.7525,15.69,17.5,0.039552563,-0.093262213,12,6,TRUE,4609.320003,3334.909292,3338.950494,0,0,0,0,0,0,0,0,2,16
151,0.9375,2.8125,2.22,360,0.9375,9.84375,175,0.3890625,0.46875,2,1.40625,0.9375,0.46875,1.40625,8,0.9375,8,3.51796875,23.195,16.40625,0.037080528,-0.080137193,38,5,FALSE,4535.976553,3392.19709,3451.794936,0,0,0,0,0,0,0,0,2.25,18
152,0.9375,2.8125,2.22,360,0.9375,9.84375,175,0.3890625,0.46875,2,1.40625,0.9375,0.46875,1.40625,8,0.9375,8,3.51796875,23.195,16.40625,0.037080528,-0.080137193,12,6,TRUE,4617.728713,3411.651934,3360.31947,0,0,0,0,0,0,0,0,1.75,14
153,0.75,2.25,1.776,288,0.75,7.875,154,0.31125,0.375,1,1.125,0.75,0.375,1.125,5,0.75,6,2.814375,15.69,13.125,0.029664422,-0.064913047,2,7,TRUE,4801.835037,3769.520979,3768.856709,0,0,0,0,0,0,0,0,2,16
154,1,3,2.368,384,1,10.5,154,0.415,0.5,1,1.5,1,0.5,1.5,5,1,6,3.7525,15.69,17.5,0.039552563,-0.093262213,25,5,FALSE,4725.766693,3836.048883,3410.45676,0,0,0,0,0,0,0,0,3,24
155,0.9375,2.8125,2.22,360,0.9375,9.84375,175,0.3890625,0.46875,2,1.40625,0.9375,0.46875,1.40625,8,0.9375,8,3.51796875,23.195,16.40625,0.037080528,-0.080137193,6,6,FALSE,4596.211221,3431.202525,3373.728044,0,0,0,0,0,0,0,0,2.5,20
156,0.9375,2.8125,2.22,360,0.9375,9.84375,154,0.3890625,0.46875,1,1.40625,0.9375,0.46875,1.40625,5,0.9375,6,3.51796875,15.69,16.40625,0.037080528,-0.087899509,25,5,FALSE,4732.999219,3800.250792,3782.509897,0,0,0,0,0,0,0,0,3,24
157,0.4375,1.3125,1.036,168,0.4375,4.59375,175,0.1815625,0.21875,2,0.65625,0.4375,0.21875,0.65625,8,0.4375,8,1.64171875,23.195,7.65625,0.017304246,-0.027475357,47,5,TRUE,4403.828587,3480.327663,3349.490249,0,0,0,0,0,0,0,0,2.5,20
158,0.9375,2.8125,2.22,360,0.9375,9.84375,154,0.3890625,0.46875,1,1.40625,0.9375,0.46875,1.40625,5,0.9375,6,3.51796875,15.69,16.40625,0.037080528,-0.087899509,65,5,TRUE,4760.09656,3408.865736,3834.294778,0,0,0,0,0,0,0,0,2.25,18
159,0.4375,1.3125,1.036,168,0.4375,4.59375,154,0.1815625,0.21875,1,0.65625,0.4375,0.21875,0.65625,5,0.4375,6,1.64171875,15.69,7.65625,0.017304246,-0.03275379,229,1,TRUE,4827.86879,3868.216593,3707.79097,0,0,0,0,0,0,0,0,1.405639062,11.2451125
160,0.984375,2.953125,2.331,378,0.984375,10.3359375,154,0.408515625,0.4921875,1,1.4765625,0.984375,0.4921875,1.4765625,5,0.984375,6,3.693867188,15.69,17.2265625,0.038934554,-0.093048128,12,6,TRUE,5568.972037,3373.143065,3456.531063,3479.630642,3524.264527,3873.861402,3827.732561,3813.39597,3775.354959,3679.632622,3700.529664,3.125,50
161,0.9375,2.8125,2.22,360,0.9375,9.84375,175,0.3890625,0.46875,2,1.40625,0.9375,0.46875,1.40625,8,0.9375,8,3.51796875,23.195,16.40625,0.037080528,-0.080137193,1,7,FALSE,5152.185992,3584.193052,3566.298765,3470.842868,3425.510481,3285.444798,3386.710234,3370.479052,3306.468973,3323.791905,3344.181445,4,64
162,0.859375,2.578125,2.035,330,0.859375,9.0234375,175,0.356640625,0.4296875,2,1.2890625,0.859375,0.4296875,1.2890625,8,0.859375,8,3.224804688,23.195,15.0390625,0.033990484,-0.068586724,8,6,FALSE,5430.633592,3534.662212,3493.045503,3466.072794,3219.153612,3228.357055,3243.973527,3384.509616,3297.076995,3342.50851,3333.524294,4,64
163,1,3,2.368,384,1,10.5,154,0.415,0.5,1,1.5,1,0.5,1.5,5,1,6,3.7525,15.69,17.5,0.039552563,-0.093262213,1,7,FALSE,5479.171997,3720.626995,3675.888906,3218.096647,3252.651112,3537.613589,3480.964835,3425.39109,3302.86765,3352.894579,3335.677616,4,64
164,0.984375,2.953125,2.331,378,0.984375,10.3359375,175,0.408515625,0.4921875,2,1.4765625,0.984375,0.4921875,1.4765625,8,0.984375,8,3.693867188,23.195,17.2265625,0.038934554,-0.088722409,35,5,FALSE,4949.422567,3625.198126,3662.021088,3449.084149,3223.330217,3235.036645,3259.248406,3390.961203,3320.672609,3345.228263,3354.603859,4,64
165,1,3,2.368,384,1,10.5,154,0.415,0.5,1,1.5,1,0.5,1.5,5,1,6,3.7525,15.69,17.5,0.039552563,-0.093262213,8,6,FALSE,5588.932355,3709.832975,3727.369679,3531.177474,3238.57888,3250.290755,3451.720277,3395.516852,3319.700749,3347.718447,3345.676677,4,64
166,0.984375,2.953125,2.331,378,0.984375,10.3359375,175,0.408515625,0.4921875,2,1.4765625,0.984375,0.4921875,1.4765625,8,0.984375,8,3.693867188,23.195,17.2265625,0.038934554,-0.088722409,1,7,FALSE,5686.835926,3707.820277,3599.05643,3268.473836,3275.963164,3303.206611,3318.72175,3446.138459,3422.063626,3405.401515,3377.060319,4,64
167,0.9375,2.8125,2.22,360,0.9375,9.84375,175,0.3890625,0.46875,2,1.40625,0.9375,0.46875,1.40625,8,0.9375,8,3.51796875,23.195,16.40625,0.037080528,-0.080137193,6,6,FALSE,5141.740478,3611.243182,3588.73086,3510.787626,3419.689907,3355.941988,3322.970502,3295.823975,3210.848522,3202.524075,3258.265591,4,64
168,0.75,2.25,1.776,288,0.75,7.875,175,0.31125,0.375,2,1.125,0.75,0.375,1.125,8,0.75,8,2.814375,23.195,13.125,0.029664422,-0.055289806,8,6,FALSE,5370.74344,3518.566023,3453.387448,3408.92577,3406.045525,3333.272342,3299.21795,3219.499577,3246.699489,3240.268011,3267.527267,4,64
169,0.75,2.25,1.776,288,0.75,7.875,175,0.31125,0.375,2,1.125,0.75,0.375,1.125,8,0.75,8,2.814375,23.195,13.125,0.029664422,-0.055289806,10,6,TRUE,5369.476813,3492.260388,3470.086322,3252.055829,3409.985083,3385.637794,3288.961098,3306.886471,3316.005403,3337.165402,3351.133262,3.125,50
170,0.984375,2.953125,2.331,378,0.984375,10.3359375,175,0.408515625,0.4921875,2,1.4765625,0.984375,0.4921875,1.4765625,8,0.984375,8,3.693867188,23.195,17.2265625,0.038934554,-0.088722409,8,6,FALSE,5388.906903,3727.548675,3578.467402,3268.200288,3276.570096,3306.015187,3453.596321,3428.817349,3410.212649,3397.201168,3393.128597,3.5,56
171,0.859375,2.578125,2.035,330,0.859375,9.0234375,175,0.356640625,0.4296875,2,1.2890625,0.859375,0.4296875,1.2890625,8,0.859375,8,3.224804688,23.195,15.0390625,0.033990484,-0.068586724,1,7,FALSE,5285.447861,3561.705047,3495.912141,3256.415115,3280.466514,3298.536348,3315.839714,3331.471328,3431.91361,3409.77254,3395.1032,4,64
172,0.984375,2.953125,2.331,378,0.984375,10.3359375,154,0.408515625,0.4921875,1,1.4765625,0.984375,0.4921875,1.4765625,5,0.984375,6,3.693867188,15.69,17.2265625,0.038934554,-0.093048128,25,5,FALSE,5323.718551,3355.874825,3418.733522,3466.358351,3538.066069,3650.437126,3847.42996,3809.834214,3700.328178,3760.310203,3738.76113,4,64
173,0.9375,2.8125,2.22,360,0.9375,9.84375,154,0.3890625,0.46875,1,1.40625,0.9375,0.46875,1.40625,5,0.9375,6,3.51796875,15.69,16.40625,0.037080528,-0.087899509,38,5,FALSE,5520.286411,3775.919411,3750.348157,3724.359818,3701.263959,3493.982168,3300.635784,3422.176832,3386.688282,3337.821798,3349.472486,3.5,56
174,1,3,2.368,384,1,10.5,154,0.415,0.5,1,1.5,1,0.5,1.5,5,1,6,3.7525,15.69,17.5,0.039552563,-0.093262213,13,6,TRUE,5569.925724,3727.59377,3587.033411,3259.403447,3468.44612,3298.263922,3313.778752,3409.923211,3373.816883,3392.221828,3818.000583,2.5,40
175,0.859375,2.578125,2.035,330,0.859375,9.0234375,175,0.356640625,0.4296875,2,1.2890625,0.859375,0.4296875,1.2890625,8,0.859375,8,3.224804688,23.195,15.0390625,0.033990484,-0.068586724,12,6,TRUE,5551.913499,3513.953385,3455.850237,3799.934318,3353.017682,3347.118153,3348.3516,3378.871343,3392.895157,3361.325887,3376.460859,3,48
176,0.9375,2.8125,2.22,360,0.9375,9.84375,154,0.3890625,0.46875,1,1.40625,0.9375,0.46875,1.40625,5,0.9375,6,3.51796875,15.69,16.40625,0.037080528,-0.087899509,12,6,TRUE,5887.775181,3543.501999,3975.418814,3919.336018,3908.025156,3851.350951,3701.356758,3677.62466,3682.830716,3770.371743,3769.872072,3,48
177,0.9375,2.8125,2.22,360,0.9375,9.84375,154,0.3890625,0.46875,1,1.40625,0.9375,0.46875,1.40625,5,0.9375,6,3.51796875,15.69,16.40625,0.037080528,-0.087899509,1,7,FALSE,5765.936038,3351.819656,3361.21523,3549.092931,3669.703857,3696.640539,3749.966235,3765.993049,3795.901781,3814.916957,3819.779229,4,64
178,0.9375,2.8125,2.22,360,0.9375,9.84375,154,0.3890625,0.46875,1,1.40625,0.9375,0.46875,1.40625,5,0.9375,6,3.51796875,15.69,16.40625,0.037080528,-0.087899509,160,3,FALSE,5686.797126,3335.352135,3382.981201,3454.94397,3807.450284,3779.611617,3715.922513,3695.86411,3623.11512,3661.842289,3637.588041,4,64
179,0.9375,2.8125,2.22,360,0.9375,9.84375,154,0.3890625,0.46875,1,1.40625,0.9375,0.46875,1.40625,5,0.9375,6,3.51796875,15.69,16.40625,0.037080528,-0.087899509,6,6,FALSE,5694.337429,3501.200561,3971.431018,3925.847371,3903.066447,3862.321132,3804.367652,3763.389872,3738.374898,3723.706897,3675.032877,4,64
180,0.984375,2.953125,2.331,378,0.984375,10.3359375,154,0.408515625,0.4921875,1,1.4765625,0.984375,0.4921875,1.4765625,5,0.984375,6,3.693867188,15.69,17.2265625,0.038934554,-0.093048128,6,6,FALSE,5499.677315,3370.351527,3394.415509,3452.025201,3533.504855,3844.326472,3800.401765,3766.370284,3711.561087,3728.89094,3731.449511,4,64
181,0.984375,2.953125,2.331,378,0.984375,10.3359375,175,0.408515625,0.4921875,2,1.4765625,0.984375,0.4921875,1.4765625,8,0.984375,8,3.693867188,23.195,17.2265625,0.038934554,-0.088722409,6,6,FALSE,5534.250752,3731.128071,3588.606873,3500.841011,3260.603996,3446.735861,3297.349863,3324.983649,3339.398527,3366.384935,3395.804854,4,64
182,0.984375,2.953125,2.331,378,0.984375,10.3359375,154,0.408515625,0.4921875,1,1.4765625,0.984375,0.4921875,1.4765625,5,0.984375,6,3.693867188,15.69,17.2265625,0.038934554,-0.093048128,1,7,FALSE,5530.077975,3685.9976,3724.945703,3711.524203,3553.797354,3223.550045,3373.101559,3322.896619,3327.806144,3335.456134,3353.11753,4,64
183,0.859375,2.578125,2.035,330,0.859375,9.0234375,175,0.356640625,0.4296875,2,1.2890625,0.859375,0.4296875,1.2890625,8,0.859375,8,3.224804688,23.195,15.0390625,0.033990484,-0.068586724,99,4,FALSE,5021.197495,3654.147627,3515.323012,3179.439101,3212.761309,3228.900824,3240.872161,3301.252663,3378.0234,3400.491284,3390.181243,4,64
184,0.984375,2.953125,2.331,378,0.984375,10.3359375,154,0.408515625,0.4921875,1,1.4765625,0.984375,0.4921875,1.4765625,5,0.984375,6,3.693867188,15.69,17.2265625,0.038934554,-0.093048128,35,5,FALSE,5030.031201,3697.936704,3643.200538,3633.387228,3555.326446,3444.56439,3249.421771,3235.045226,3289.093115,3336.637684,3332.824409,4,64
