,Cluster 1,Cluster 2,Cluster 3,Cluster 7,Cluster 10,Cluster 24,Cluster 43,Cluster 44,Cluster 47,Cluster 49,Cluster 51,Cluster 53,Cluster 54,Cluster 55,Cluster 56,Cluster 61,Cluster 64,Cluster 65,Cluster 66,Cluster 69,Cluster 72,Cluster 84,mean wt CN_1,mean bent 150 degrees CN_2,std_dev square pyramidal CN_5,mean wt CN_9,mean wt CN_11,std_dev wt CN_11,std_dev q2 CN_11,mean wt CN_13,std_dev wt CN_13,mean ordering parameter shell 2,xrd_36,xrd_97,xrd_112,xrd_117,xrd_123,jml_adf1_48,jml_adf1_82
91,-2.605027575,1.126180056,0.437868637,-0.373447468,0.461000993,0.565830617,0.413026173,1.043770532,-0.781963424,-1.010617299,-1.313448813,0.869189086,-1.604497443,-1.806079847,0.039482724,-0.076326536,-0.999166649,-1.141962086,-0.405998384,-0.796836652,-1.997523458,-2.073811709,-0.332539431,-0.460704997,-0.525270416,-0.547949578,-0.738161908,-0.809233089,-0.433558928,-0.427986448,-0.476452662,-0.198997451,-0.071101672,-0.728556508,-0.687667878,1.953482635,-0.631578275,-0.09912279,-0.104541675
92,0.8520877,-0.178265882,-1.129189233,0.089385793,0.912684895,-0.920661175,-0.317344758,-0.254772669,0.590930992,0.629568555,0.524121369,0.245179677,1.476128129,0.459492184,0.039482724,-0.076326536,0.526462971,0.6366453,0.548634262,-0.242554579,0.060697831,0.669782172,-0.332539431,-0.460692251,-0.525270416,-0.547949578,-0.738161908,-0.809233089,-0.433558928,-0.427986448,-0.476452662,-0.682295467,-1.027291876,0.601745222,-0.69916881,-0.58301274,1.464575388,-0.09912279,-0.104541675
93,-0.300284054,-1.482711819,0.437868637,-1.761947233,-0.442366844,1.061327863,0.413026173,-0.254772669,1.963825408,-0.026505779,-0.088402022,-0.378829721,0.705971738,-0.187814106,-0.425574446,-0.076326536,-0.083788871,-0.074797646,-0.087787498,-0.242554579,1.089808469,-0.016116292,-0.332539431,-0.460704997,-0.525270416,-0.547949578,1.969997293,1.095855141,-0.43355885,-0.427986448,-0.476452662,-0.760488097,-1.027291876,0.601745222,-0.69916881,-0.58301274,1.464575388,-0.09912279,-0.104541675
94,-1.452655807,1.126180056,-0.345660291,1.940718818,-1.797418584,0.070333353,-0.317344758,0.78406189,1.277378206,-0.026505779,-0.088402022,-0.378829721,-0.064184653,-0.187814106,-0.425574446,1.293755684,-0.083788871,-0.074797646,-0.087787498,0.866009557,0.060697831,-0.016116292,-0.332539431,-0.460704997,-0.525270416,2.149901233,-0.738161908,-0.809233089,-0.433558928,-0.427986448,-0.476452662,-1.180566294,-1.027291876,0.601745222,-0.69916881,-0.58301274,1.464575388,-0.09912279,-0.104541675
95,1.428273583,0.473957081,-0.149778055,0.320802423,0.235159033,0.318081985,-0.682530227,0.134790285,-1.125187031,0.465549968,0.830383069,0.089177325,0.705971738,0.297665608,0.620804197,-0.590107373,0.831588897,-0.074797646,-0.087787498,-1.073977689,0.060697831,-0.016116292,-0.332539431,-0.460695438,-0.525270416,-0.547949578,-0.738161908,-0.809233089,-0.433558928,-0.427986448,-0.476452662,0.183647021,1.359642349,-0.420641777,0.849602033,-0.642393334,-0.197726107,-0.09912279,-0.104541675
96,0.563994765,-0.504377369,-0.149778055,0.66792736,0.573921964,0.689704924,-0.682530227,-1.423461549,-0.095516209,-0.518561539,0.600686799,-0.378829721,0.128354443,0.054925751,0.620804197,-0.076326536,0.602744458,-0.074797646,0.15087066,-0.242554579,0.317975488,-0.016116292,-0.332539431,2.243430263,-0.525270416,-0.547949578,-0.738161908,-0.809233089,-0.433558928,-0.427986448,-0.476452662,-0.267763214,1.359642349,-0.420641777,0.849602033,-0.642393334,-0.197726107,-0.09912279,-0.104541675
97,-0.300284054,1.452291543,0.437868637,-0.373447468,-0.442366844,-0.425163911,0.413026173,1.303479164,-1.125187031,-0.026505779,-1.925972214,0.557184381,-1.604497443,0.783145334,0.272011313,-1.10388821,-1.914544417,-1.141962086,-1.997052802,2.251714731,0.060697831,-1.044964007,-0.332539431,-0.460704997,-0.525270416,-0.547949578,-0.738161908,-0.809233089,-0.433558928,-0.427986448,-0.476452662,0.628403653,1.359642349,-0.420641777,0.849602033,-0.642393334,-0.197726107,-0.09912279,-0.104541675
98,-0.300284054,0.473957081,-0.149778055,1.015052297,0.912684895,1.061327863,-0.682530227,0.134790285,0.419319189,-0.026505779,0.370990518,0.089177325,-0.449262853,-0.187814106,0.620804197,-0.076326536,0.373900008,-0.608379866,0.389528819,-1.073977689,-0.96841282,-0.53054015,-0.332539431,-0.460695438,-0.525270416,-0.547949578,-0.738161908,-0.809233089,-0.433558928,-0.427986448,-0.476452662,-0.604195186,1.359642349,-0.420641777,0.849602033,-0.642393334,-0.197726107,-0.09912279,-0.104541675
99,-0.300284054,-0.504377369,2.78845545,-0.373447468,-0.442366844,-0.425163911,2.604138974,0.524353248,0.934154599,-1.994728806,-1.925972214,0.557184381,-1.604497443,0.783145334,0.272011313,0.951235126,-1.914544417,0.99236678,-1.997052802,0.588868521,-1.997523458,1.01273141,-0.332539431,-0.460704997,-0.525270416,-0.547949578,-0.738161908,-0.809233089,-0.433558928,-0.427986448,-0.476452662,0.628403653,1.359642349,-0.420641777,0.849602033,-0.642393334,-0.197726107,-0.09912279,-0.104541675
100,0.8520877,-0.178265882,-1.129189233,-0.373447468,0.009317074,-1.416158439,-1.047715697,-0.514481311,-1.125187031,-0.026505779,0.217859668,-0.378829721,0.705971738,-0.187814106,0.039482724,-0.761367652,0.373900008,-0.252658386,-0.246892941,-1.073977689,-0.453857494,-0.016116292,-0.332539431,-0.460692251,-0.525270416,-0.547949578,-0.738161908,-0.809233089,-0.433558928,-0.427986448,-0.476452662,1.428075464,-0.062211856,-0.728660848,-0.687883733,1.942588902,-0.631582353,-0.09912279,-0.104541675
101,-0.300284054,-1.482711819,-0.345660291,-1.761947233,-0.894050763,0.565830617,-0.317344758,-1.293607228,-0.095516209,-0.846598712,-0.394663722,-1.158841482,-0.449262853,-0.996946982,-1.123160213,-1.446408755,-0.999166649,-0.964101346,-0.883314713,-0.796836652,-0.110820611,-0.53054015,-0.332539431,-0.460704997,2.073280248,-0.547949578,0.615917692,1.095855141,-0.433558885,2.175467591,2.169533956,-0.889977443,-0.062211856,-0.728660848,-0.687883733,1.942588902,-0.631582353,-0.09912279,-0.104541675
102,0.27590183,-0.830488856,-1.520953704,-0.373447468,0.235159033,-1.168409807,-1.412901158,-1.163752916,-1.468410625,-0.682580126,-0.088402022,-0.846836777,0.320893538,-0.511467256,0.039482724,-0.932627931,0.145055568,-0.69731023,-0.326445668,-0.93540717,-0.711135151,-0.359065531,-0.332539431,-0.460704997,-0.525270416,-0.547949578,1.969997293,1.095855141,2.487139037,-0.427986448,-0.476452662,-0.544118039,-0.062211856,-0.728660848,-0.687883733,1.942588902,-0.631582353,-0.09912279,-0.104541675
103,-1.452655807,1.126180056,-0.345660291,0.089385793,-1.797418584,-0.920661175,-0.317344758,0.78406189,-0.781963424,-0.354542953,-1.619710514,-0.378829721,-1.604497443,-0.511467256,-0.890631624,-0.076326536,-1.304292564,-0.786240606,-1.042420156,0.311727484,-0.96841282,-1.730862471,-0.332539431,-0.460704997,-0.525270416,2.149901233,-0.738161908,-0.809233089,-0.433558928,-0.427986448,-0.476452662,-0.32432773,-0.071101672,-0.728556508,-0.687667878,1.953482635,-0.631578275,-0.09912279,-0.104541675
104,-1.452655807,0.473957081,-1.129189233,1.015052297,-1.797418584,-0.425163911,-1.047715697,0.004935964,-0.781963424,-0.518561539,-1.466579663,-1.002839129,-1.604497443,-0.349640681,-0.890631624,0.26619401,-0.999166649,-0.786240606,-0.565103827,0.034586448,-0.96841282,-1.559387852,-0.332539431,-0.460704997,-0.525270416,0.800975828,0.615917692,1.095855141,2.487139046,-0.427986448,-0.476452662,-0.864283196,-0.062211856,-0.728660848,-0.687883733,1.942588902,-0.631582353,-0.09912279,-0.104541675
105,-0.300284054,-0.178265882,-1.129189233,-0.836280728,-0.442366844,-1.416158439,-1.047715697,-0.514481311,-1.468410625,-0.682580126,-0.394663722,-0.378829721,-0.064184653,-0.835120407,0.039482724,-1.10388821,-0.236351834,-0.964101346,-0.565103827,-0.796836652,-0.96841282,-0.359065531,-0.332539431,-0.460698624,-0.525270416,-0.547949578,-0.738161908,-0.809233089,-0.433558928,-0.427986448,-0.476452662,-0.324327736,-0.062211856,-0.728660848,-0.687883733,1.942588902,-0.631582353,-0.09912279,-0.104541675
106,-0.876469938,-1.482711819,-0.345660291,-1.761947233,-0.668208804,0.070333353,-0.317344758,-1.293607228,0.247707385,-0.928608,-0.471229153,-1.158841482,-0.834341053,-1.077860264,-1.123160213,-1.446408755,-1.228011088,-1.230892449,-0.72420927,-0.796836652,-0.196579838,-0.616277453,-0.332539431,-0.460704997,2.089141215,-0.547949578,0.615917692,1.095855141,-0.433558874,2.175467591,2.169533956,-0.765109452,-0.062211856,-0.728660848,-0.687883733,1.942588902,-0.631582353,-0.09912279,-0.104541675
107,-0.876469938,-1.482711819,0.437868637,-1.761947233,-1.119892722,-0.425163911,0.413026173,-1.033898595,-0.095516209,-1.256645173,-0.777490843,-0.846836777,-0.834341053,-1.401513414,-1.123160213,-1.10388821,-1.228011088,-0.875170969,-1.042420156,-0.242554579,-0.196579838,-0.787752072,-0.332539431,-0.460704997,1.822540691,-0.547949578,1.969997293,1.095855141,-0.433558845,-0.427986448,-0.476452662,-0.324327728,-0.062211856,-0.728660848,-0.687883733,1.942588902,-0.631582353,-0.09912279,-0.104541675
108,-1.452655807,-0.178265882,-0.345660291,1.015052297,-1.797418584,-0.425163911,-0.317344758,-0.254772669,-0.438739817,-0.846598712,-1.466579663,-1.002839129,-1.604497443,-0.349640681,-0.890631624,0.608714568,-0.999166649,-0.430519126,-0.565103827,-0.242554579,-1.139931261,-1.559387852,-0.332539431,-0.460704997,-0.525270416,0.800975828,-0.738161908,-0.809233089,-0.433558928,2.175467591,2.169533956,-0.94062716,-0.062211856,-0.728660848,-0.687883733,1.942588902,-0.631582353,-0.09912279,-0.104541675
109,-0.300284054,-0.178265882,-1.129189233,-0.373447468,0.461000993,-0.920661175,-1.047715697,-0.514481311,-1.468410625,-0.682580126,-0.394663722,-0.378829721,-0.064184653,-0.835120407,0.039482724,-0.761367652,-0.083788871,-0.786240606,-0.405998384,-1.073977689,-1.139931261,-0.702014769,-0.332539431,-0.460698624,-0.525270416,-0.547949578,-0.738161908,-0.809233089,-0.433558928,-0.427986448,-0.476452662,-0.569812301,-0.071101672,-0.728556508,-0.687667878,1.953482635,-0.631578275,-0.09912279,-0.104541675
110,2.004459467,1.126180056,0.437868637,0.089385793,-0.442366844,-0.920661175,0.413026173,1.043770532,0.590930992,1.613680074,1.13664477,0.869189086,1.476128129,0.783145334,0.039482724,-0.076326536,0.831588897,0.99236678,0.230423376,-0.796836652,0.746771586,0.669782172,-0.332539431,-0.460692251,-0.525270416,-0.547949578,-0.738161908,-0.809233089,-0.433558928,-0.427986448,-0.476452662,3.247303465,1.007796331,-0.702163389,2.045419117,-0.628727171,-0.53540677,-0.09912279,-0.104541675
111,0.8520877,-0.178265882,-0.345660291,-0.373447468,-0.442366844,1.061327863,-0.682530227,-0.514481311,-0.781963424,-0.354542953,-0.394663722,-1.002839129,-0.064184653,-1.158773557,-1.820745972,-1.10388821,-0.388914797,-0.430519126,-1.042420156,-1.351118715,-0.282339053,-0.359065531,2.625143009,-0.460704997,-0.525270416,0.800975828,0.615917692,1.095855141,-0.433558849,-0.427986448,-0.476452662,-0.913546294,1.007796331,-0.702163389,2.045419117,-0.628727171,-0.53540677,-0.09912279,-0.104541675
112,0.27590183,-0.830488856,-0.737424762,0.089385793,0.235159033,-0.177415279,-1.047715697,-1.55331587,-0.781963424,-0.846598712,-0.088402022,-1.002839129,-0.064184653,-0.673293832,0.039482724,-0.761367652,0.068774092,-0.608379866,-0.246892941,-0.519695616,-0.282339053,-0.359065531,-0.332539431,-0.004758613,2.29210274,-0.547949578,0.615917692,1.095855141,2.487139056,2.175467591,2.169533956,-0.371396289,1.007796331,-0.702163389,2.045419117,-0.628727171,-0.53540677,-0.09912279,-0.104541675
113,0.8520877,1.126180056,-0.345660291,-0.836280728,0.912684895,0.070333353,-0.317344758,0.78406189,-0.095516209,0.629568555,-0.700925423,-0.378829721,-0.064184653,0.459492184,-1.355688794,-1.446408755,-1.304292564,-0.786240606,-1.997052802,-0.242554579,0.060697831,-0.702014769,-0.332539431,-0.460704997,-0.525270416,3.542476791,-0.738161908,-0.809233089,-0.433558928,-0.427986448,-0.476452662,0.360412263,1.007796331,-0.702163389,2.045419117,-0.628727171,-0.53540677,-0.09912279,-0.104541675
114,-0.300284054,0.473957081,-1.129189233,0.552219053,-0.442366844,0.070333353,-1.778086628,-0.254772669,-0.781963424,-0.354542953,-1.619710514,-1.626848527,-1.604497443,0.135839033,-1.355688794,-0.418847094,-1.304292564,-1.141962086,-1.042420156,0.588868521,-0.282339053,-0.702014769,-0.332539431,-0.460698624,-0.525270416,0.800975828,0.615917692,1.095855141,2.487139046,-0.427986448,-0.476452662,-0.455411917,1.007796331,-0.702163389,2.045419117,-0.628727171,-0.53540677,-0.09912279,-0.104541675
115,-0.300284054,-0.178265882,-1.129189233,0.089385793,-0.442366844,0.565830617,-1.778086628,-0.774189953,-0.095516209,-0.354542953,-0.088402022,-1.002839129,-0.064184653,-0.511467256,0.039482724,-1.10388821,-0.388914797,-1.141962086,0.230423376,-1.351118715,-0.96841282,-0.016116292,-0.332539431,-0.460698624,-0.525270416,-0.547949578,-0.738161908,-0.809233089,-0.433558928,-0.427986448,-0.476452662,-0.682295471,1.007796331,-0.702163389,2.045419117,-0.628727171,-0.53540677,-0.09912279,-0.104541675
116,-0.876469938,-0.178265882,-0.345660291,-0.373447468,0.235159033,-0.425163911,-0.682530227,-0.514481311,0.590930992,-0.518561539,-0.700925423,-1.002839129,-1.604497443,-1.644253271,-1.820745972,-0.761367652,-1.60941849,-1.319822825,-0.565103827,-1.351118715,-0.282339053,-0.702014769,-0.332539431,-0.460704997,-0.525270416,0.800975828,0.615917692,1.095855141,-0.433558844,-0.427986448,-0.476452662,-0.960857025,1.007796331,-0.702163389,2.045419117,-0.628727171,-0.53540677,-0.09912279,-0.104541675
117,0.27590183,-1.482711819,0.437868637,1.015052297,0.235159033,-0.425163911,0.413026173,-1.813024512,-0.095516209,-1.502673046,-1.007187124,-1.314843834,-0.064184653,-1.644253271,-1.820745972,0.951235126,-0.083788871,0.45878456,-0.565103827,-0.242554579,0.060697831,-1.044964007,-0.332539431,2.232915797,1.822540691,-0.547949578,1.969997293,1.095855141,-0.43355885,-0.427986448,-0.476452662,-0.339058642,1.007796331,-0.702163389,2.045419117,-0.628727171,-0.53540677,-0.09912279,-0.104541675
118,-0.300284054,-1.482711819,1.22139758,0.552219053,-0.442366844,0.070333353,1.143397104,-1.293607228,0.590930992,-1.666691633,-1.619710514,-1.626848527,-1.604497443,0.135839033,-1.355688794,0.608714568,-1.304292564,0.280923821,-1.042420156,-0.796836652,-1.311449691,-0.359065531,-0.332539431,-0.004758589,-0.525270416,0.800975828,-0.738161908,-0.809233089,-0.433558928,2.175467591,2.169533956,-0.779828458,1.007796331,-0.702163389,2.045419117,-0.628727171,-0.53540677,-0.09912279,-0.104541675
119,-1.452655807,1.126180056,0.437868637,0.089385793,0.912684895,0.565830617,0.413026173,1.043770532,-0.781963424,-0.682580126,-1.313448813,0.869189086,-1.604497443,-2.129732997,0.039482724,-0.418847094,-0.694040723,-0.786240606,-0.72420927,-0.796836652,-2.340560342,-2.073811709,-0.332539431,-0.460698624,-0.525270416,-0.547949578,-0.738161908,-0.809233089,-0.433558928,-0.427986448,-0.476452662,-0.12413219,1.007796331,-0.702163389,2.045419117,-0.628727171,-0.53540677,-0.09912279,-0.104541675
120,0.563994765,-0.504377369,-0.737424762,0.66792736,0.573921964,0.689704924,0.413026173,0.524353248,0.934154599,0.957605728,1.51947189,0.557184381,1.283589034,1.511364917,2.364768599,0.951235126,1.518122225,0.99236678,1.582819635,0.588868521,1.089808469,1.01273141,-0.332539431,5.599941913,-0.525270416,-0.547949578,-0.738161908,-0.809233089,-0.433558928,-0.427986448,-0.476452662,-0.267763214,-1.317996391,2.346903156,-0.566276481,-0.64209397,3.014315261,-0.09912279,-0.104541675
121,0.8520877,-0.178265882,-1.129189233,0.089385793,0.912684895,-0.920661175,-1.778086628,-0.774189953,-2.841305054,-0.682580126,-0.088402022,-1.002839129,-0.064184653,-0.835120407,0.039482724,-0.761367652,0.526462971,-0.786240606,-0.72420927,-1.351118715,-0.625375936,-0.016116292,-0.332539431,-0.460692251,-0.525270416,-0.547949578,-0.738161908,-0.809233089,-0.433558928,-0.427986448,-0.476452662,-0.682295462,1.007796331,-0.702163389,2.045419117,-0.628727171,-0.53540677,-0.09912279,-0.104541675
122,-0.300284054,-1.482711819,0.437868637,-1.761947233,-0.442366844,1.061327863,0.413026173,-1.813024512,-0.095516209,-1.010617299,-0.088402022,-1.314843834,-1.604497443,-1.158773557,-1.820745972,-2.131449872,-1.914544417,-1.141962086,-1.042420156,-0.242554579,0.060697831,-0.016116292,-0.332539431,-0.460704997,-0.525270416,-0.547949578,1.969997293,1.095855141,-0.433558887,-0.427986448,-0.476452662,-0.760488088,1.007796331,-0.702163389,2.045419117,-0.628727171,-0.53540677,-0.09912279,-0.104541675
123,-1.452655807,1.126180056,-0.345660291,1.940718818,-1.797418584,0.070333353,-0.317344758,0.78406189,-1.468410625,-0.026505779,-2.538495616,-0.378829721,-3.144810234,-0.187814106,-1.355688794,1.293755684,-1.304292564,-0.074797646,-0.087787498,-0.242554579,-1.311449691,-2.759710185,-0.332539431,-0.460704997,-0.525270416,2.149901233,-0.738161908,-0.809233089,-0.433558928,-0.427986448,-0.476452662,-1.180566349,1.007796331,-0.702163389,2.045419117,-0.628727171,-0.53540677,-0.09912279,-0.104541675
124,0.563994765,-0.504377369,-0.737424762,0.66792736,0.573921964,0.689704924,-1.778086628,-1.813024512,-0.61035162,-0.518561539,1.51947189,0.557184381,1.283589034,1.511364917,2.364768599,-0.590107373,1.518122225,-0.608379866,1.582819635,0.588868521,-0.453857494,-0.53054015,-0.332539431,5.59994216,-0.525270416,-0.547949578,-0.738161908,-0.809233089,-0.433558928,-0.427986448,-0.476452662,-0.267763214,1.378322589,-0.422465638,0.8418987,-0.642394294,-0.199518905,-0.09912279,-0.104541675
125,-0.300284054,0.473957081,0.437868637,-0.373447468,-0.442366844,-0.425163911,0.413026173,0.524353248,0.934154599,0.957605728,0.830383069,1.493198483,0.705971738,0.783145334,2.364768599,0.951235126,0.831588897,0.99236678,0.866845148,1.420291621,1.089808469,1.01273141,-0.332539431,-0.460704997,-0.525270416,-0.547949578,-0.738161908,-0.809233089,-0.433558928,-0.427986448,-0.476452662,0.628403653,-1.317996391,2.346903156,-0.566276481,-0.64209397,3.014315261,-0.09912279,-0.104541675
126,-0.300284054,0.473957081,0.437868637,-0.373447468,-0.442366844,-0.425163911,0.413026173,0.524353248,-1.125187031,-1.010617299,0.830383069,1.493198483,0.705971738,0.783145334,2.364768599,-1.10388821,0.831588897,-1.141962086,0.866845148,1.420291621,-0.96841282,-1.044964007,-0.332539431,-0.460704997,-0.525270416,-0.547949578,-0.738161908,-0.809233089,-0.433558928,-0.427986448,-0.476452662,0.628403653,1.359642349,-0.420641777,0.849602033,-0.642393334,-0.197726107,-0.09912279,-0.104541675
127,1.773985111,0.865290871,0.437868637,1.015052297,0.912684895,1.061327863,0.851248733,0.9918288,1.963825408,1.941717235,1.74916816,1.493198483,2.092253247,1.754104774,0.969597072,1.567772126,1.746966664,2.059531206,1.821477794,1.087722383,1.707274855,2.041579112,-0.332539431,-0.46069735,-0.525270416,-0.547949578,-0.738161908,-0.809233089,-0.433558928,-0.427986448,-0.476452662,2.31398211,-1.425629644,2.469895103,-0.402210103,-0.64229272,1.131136104,-0.09912279,-0.104541675
128,1.082562056,0.082623304,0.437868637,1.015052297,0.912684895,1.061327863,0.851248733,0.9918288,1.551957087,1.548072635,1.381654126,1.118792845,1.630159411,1.365721,0.69056277,1.773284463,1.380815559,1.632665438,1.439624738,1.087722383,1.913096987,1.630040034,3.216679497,0.086430636,-0.525270416,1.070760909,-0.738161908,-0.809233089,-0.433558928,-0.427986448,-0.476452662,-0.488061444,-1.425629644,2.469895103,-0.402210103,-0.64229272,1.131136104,-0.09912279,-0.104541675
129,0.391139001,1.647958426,0.907986008,0.459652395,1.454705603,0.466731157,0.851248733,1.615129539,1.551957087,1.548072635,1.381654126,1.118792845,1.168065575,1.365721,0.69056277,1.567772126,1.380815559,1.632665438,1.439624738,1.752860869,1.707274855,1.630040034,-0.332539431,-0.460704997,-0.525270416,2.741851578,-0.738161908,-0.809233089,-0.433558928,-0.427986448,-0.476452662,-0.080321876,-1.425629644,2.469895103,-0.402210103,-0.64229272,1.131136104,-0.09912279,-0.104541675
130,0.391139001,0.082623304,1.378103365,1.292752257,1.996726296,1.358626225,1.289471293,0.9918288,1.551957087,1.548072635,1.381654126,1.118792845,1.168065575,1.365721,0.69056277,1.567772126,1.380815559,1.632665438,1.439624738,1.087722383,1.707274855,1.630040034,3.216679497,-0.460704997,-0.525270416,-0.547949578,0.886733612,1.170592675,-0.433558928,-0.427986448,-0.476452662,-0.532148795,-1.425629644,2.469895103,-0.402210103,-0.64229272,1.131136104,-0.09912279,-0.104541675
131,1.773985111,0.865290871,-0.032248719,-0.651147427,-1.255397891,-0.722462273,-0.025196387,0.680178435,-0.095516209,1.154428034,0.646626047,0.369981557,1.168065575,0.200569668,-0.425574446,-0.076326536,0.648513339,0.77893389,-0.087787498,-0.907693065,0.472342084,0.806961864,-0.332539431,-0.460689702,-0.525270416,-0.547949578,-0.738161908,-0.809233089,-0.433558928,-0.427986448,-0.476452662,2.103065126,-0.723461079,-0.386511133,-0.706910112,0.073955859,-0.385768291,-0.09912279,-0.104541675
132,0.391139001,-0.700044264,-0.972483447,0.181952435,-0.17135649,0.169432795,-0.463418947,-0.566423043,-0.919252864,-0.026505779,-0.272159044,-0.75323537,0.243877902,-0.770389772,-0.704608756,0.129185789,0.099286676,-0.074797646,-0.278714032,-0.242554579,0.266519951,-0.016116292,-0.332539431,1.15546738,-0.525270416,-0.547949578,0.886733612,1.170592675,-0.433558928,-0.427986448,-0.476452662,-0.46634127,-0.723461079,-0.386511133,-0.706910112,0.073955859,-0.385768291,-0.09912279,-0.104541675
133,0.391139001,0.865290871,-0.972483447,-1.761947233,1.454705603,-1.911655686,-0.901641507,0.368528061,-0.919252864,0.760783422,-0.823430101,-1.127641009,-0.680309771,0.588953442,-0.983643058,-0.898375872,-0.816091091,-0.074797646,-0.851493622,1.087722383,0.060697831,-0.839194462,-0.332539431,-0.460704997,-0.525270416,1.070760909,-0.738161908,-0.809233089,-0.433558928,-0.427986448,-0.476452662,-0.638485163,-0.723461079,-0.386511133,-0.706910112,0.073955859,-0.385768291,-0.09912279,-0.104541675
134,-1.683130164,0.082623304,-0.032248719,-0.373447468,1.996726296,-0.425163911,-0.025196387,0.056877696,0.316352112,-0.223328086,-0.823430101,-0.004424082,-0.680309771,-0.964581665,-0.983643058,-0.281838873,-0.266864429,-0.928529195,-0.278714032,-0.907693065,-0.762590687,-0.221885838,-0.332539431,-0.460704997,-0.525270416,-0.547949578,2.511629133,0.807287879,-0.433558928,-0.427986448,-0.476452662,-0.890185367,-0.723461079,-0.386511133,-0.706910112,0.073955859,-0.385768291,-0.09912279,-0.104541675
135,0.687463162,-0.364615303,-0.569525703,0.816695186,0.719106073,0.848971893,-1.152054403,-1.145202299,-1.272282862,-0.588855219,-0.088402022,-0.913694928,0.04583769,-0.742648078,-0.425574446,-0.076326536,0.439284135,-0.074797646,-0.087787498,-0.242554579,0.060697831,-0.016116292,-0.332539431,1.084520714,1.963942574,-0.547949578,-0.738161908,-0.809233089,-0.433558928,1.803545586,2.059235601,-0.24169899,1.219864331,-0.617820866,1.943791018,-0.641586904,-0.331449386,-0.09912279,-0.104541675
136,0.131855355,-0.504377369,1.025515344,0.147239946,1.082066368,1.247139342,0.960804373,0.524353248,1.706407709,0.957605728,0.830383069,0.557184381,0.705971738,0.783145334,0.272011313,0.951235126,0.831588897,0.99236678,0.866845148,0.588868521,1.089808469,1.3985493,1.885722399,-0.460704997,-0.525270416,-0.547949578,1.292957492,1.21141812,-0.433558928,-0.427986448,-0.476452662,-0.988688869,-1.317996391,2.346903156,-0.566276481,-0.64209397,3.014315261,-0.09912279,-0.104541675
